Roulé à la cannelle,pc,
Soupe de palourdes,serv,
Palourdes,serv,
Clémentine,serv,
Club-sandwich,pc,
Salade Cobb,serv,
Noix de coco,serv,
Biscuit,pc,
Maïs,serv,
Maïs en épi,pc,
Bœuf salé,serv,
Fromage cottage,serv,
Couscous,serv,
Crabe,serv,
Beignets de crabe,pc,
Biscotte,pc,
Canneberges,serv,
Écrevisses,serv,
Crème,serv,
Fromage à la crème,tsp,
Crêpes,pc,
Croissant,pc,
Croque-madame,pc,
Croque-monsieur,pc,
Crème caramel,serv,
Crumble,serv,
Concombre,serv,
Cupcake,pc,
Jambon cru,serv,
Curry,serv,
Daal,serv,
Biscuit danois,pc,
Viennoiserie danoise,pc,
Chocolat noir,pc,
Charcuterie,serv,
Sandwich de charcuterie,pc,
Dessert,serv,
Crabe à la diable,serv,
Œufs mimosa,pc,
Sauces pour tremper,tsp,
Beignet,pc,
Dosa,pc,
Fruit du dragon,pc,
Fruits secs,gr,
Canard,serv,
Confit de canard,serv,
Confiture de lait,serv,
Soupe de raviolis,serv,
Ravioli,pc,
Durian,pc,
Éclair,pc,
Édamame,serv,
Lait de poule,cup,
Aubergine,serv,
Aubergine parmesan,serv,
Œuf,pc,
Œufs Bénédicte,serv,
Œufs à la Florentine,serv,
Œufs en purgatoire,serv,
Elote (maïs grillé),pc,mexican
Empanadas,serv,mexican
Enchilada,serv,mexican
Endive,serv,
Boules énergétiques,pc,
Barre énergétique,pc,
Muffins anglais,pc,
Escargot,serv,
Scarole,serv,
Fajitas,serv,mexican
Falafel,serv,
Fenouil,serv,
Fettuccine Alfredo,serv,
Figue,pc,
Filet mignon,serv,
Poisson,serv,
Fish and chips,serv,
Tacos de poisson,serv,mexican
Flan,serv,
Pain plat,pc,
Graines de lin,tsp,
Fondue,serv,
Biscuit de la fortune,pc,
Frites,serv,
Pain perdu,pc,
Poulet frit,serv,
Beignet,serv,
Poisson frit,serv,
Glace frite,serv,
Cornichons frits,serv,
Riz frit,serv,
Frittata,serv,
Beignets,serv,
Yaourt glacé,serv,
Croustade aux fruits,serv,
Crumble aux fruits,serv,
Tarte aux fruits,slice,
Salade de fruits,serv,
Sorbet aux fruits,cup,
Tartelette aux fruits,slice,
Gâteau aux fruits,slice,
Fudge,serv,
Funyuns,serv,
Ail,pc,
Pain à l’ail,pc,
Gazpacho,serv,mexican
Gelato,cup,
Pain d’épices,pc,
Gnocchi,serv,
Baies de goji,cup,
Oie,serv,
Gorditas,pc,mexican
Goulache,serv,
Granola,pc,
Barre de granola,pc,
Pamplemousse,pc,
Raisins,serv,
Salade grecque,serv,
Yaourt grec,cup,
Haricots verts,serv,
Oignons verts,serv,
Smoothies verts,serv,
Croque-monsieur,pc,
Guacamole,tbsp,mexican
Goyave,pc,
Bonbons gélifiés,gr,
Piment habanero,pc,mexican
Halva,slice,
Jambon,slice,
Hamburger,serv,
Hamentashen,serv,
Fromage dur,slice,
Œuf dur,pc,
Lait de noisette,cup,
Noisettes,gr,
Crème épaisse,cup,
Lait de chanvre,cup,
Graines de chanvre,gr,
Hareng,serv,
Miel,tsp,
Brioches au miel,pc,
Melon miel,slice,
Hoppers,serv,
Raifort,pc,
Coupe glacée au fudge chaud,serv,
Hot-dog,pc,
Huevos rancheros,pc,mexican
Houmous,tbsp,
Glace,cup,
Sucettes glacées,pc,
Glaçage,serv,
Ragoût irlandais,serv,
Biscuit Ischler,pc,
Jacquier,pc,
Piment jalapeño,pc,
Riz Jambalaya,serv,
Confiture,tsp,
Gelées,serv,
Bonbons gélifiés,pc,
Viande séchée,pc,
Chou frisé,serv,
Kebab,serv,
Pop-corn sucré,serv,
Tarte au citron vert,serv,
Kielbasa,pc,
Kiwi,pc,
Kofta,pc,
Kombucha,serv,
Kumquat,pc,
Biscuits à la cuillère,pc,
Agneau,serv,
Côtelettes d’agneau,serv,
Lasagnes,serv,
Poireaux,pc,
Citron,slice,
Crème de citron,slice,
Soupe de lentilles,serv,
Lentilles,serv,
Laitue,serv,
Réglisse,pc,
Citron vert,slice,
Biscuit Linzer,pc,
Foie,serv,
Homard,serv,
Sucette,pc,
Litchi,pc,
Noix de macadamia,pc,
Macaronis,serv,
Macaroni au fromage,serv,
Macarons,pc,
Madeleines,pc,
Mandarines,pc,
Mangue,pc,
Mansaf,serv,
Pizza Margherita,slice,
Marmelade,tsp,
Courge,serv,
Guimauve,pc,
Massepain,serv,
Purée de pommes de terre,serv,
Soupe aux boulettes de matsa,serv,
Farine de matsa,serv,
Viande,serv,
Boulette de viande,pc,
Pain de viande,serv,
Toast Melba,pc,
Melon,slice,
Menudo,serv,mexican
Lait,cup,
Milk-shake,cup,
Viande hachée,serv,
Soupe minestrone,serv,
Menthes,pc,
Soupe miso,serv,
Fruits secs mélangés,serv,
Mochi,pc,
Mole,tbsp,mexican
Moussaka,serv,
Bâtonnets de mozzarella,pc,
Mozzarella,slice,
Muffin,pc,
Champignons,serv,
Moules,serv,
Mouton,serv,
Pain naan,pc,
Nachos,serv,mexican
Nasi goreng,serv,
Nectarine,pc,
Orties,serv,
Pizza new-yorkaise,slice,
Yaourt écrémé,cup,
Fromage cottage 0 %,serv,
Lait écrémé,cup,
Nouilles,serv,
Nougat,pc,
Nutella,tsp,
Fruits à coque,serv,
Barre aux flocons d’avoine,pc,
Lait d’avoine,cup,
Porridge,serv,
Flocons d’avoine,serv,
Poulpe,serv,
Huile d’olive,tsp,
Olives,serv,
Omelette,serv,
Oignon,serv,
Rondelles d’oignon,serv,
Soupe à l’oignon,serv,
Orange,pc,
Oreos,pc,
Osso buco,serv,
Soupe à la queue de bœuf,serv,
Huître,serv,
Pad thaï,serv,
Pancakes,pc,
Paneer tikka,serv,
Panna cotta,serv,
Papaye,pc,
Paprikach,serv,
Parfait,serv,
Panais,pc,
Fruit de la passion,pc,
Pâtes,serv,
Pastrami,slice,
Pâtisserie,pc,
Pavlova,pc,
Pêche,pc,
Beurre de cacahuète,tsp,
Coupes au beurre de cacahuète,pc,
Cacahuètes,serv,
Poire,pc,
Petits pois,serv,
Tarte aux noix de pécan,slice,
Noix de pécan,pc,
Écorce de menthe poivrée,pc,
Pizza pepperoni,slice,
Poivron,pc,
Kaki,pc,
Cheesesteak de Philadelphie,serv,
Phở,serv,
Pâte phyllo,pc,
Cornichons,serv,
Pierogi,pc,
Tarte,slice,
Ananas,serv,
Pistaches,serv,
Pain pita,pc,
Pizza,slice,
Prune,pc,
Polenta,serv,
Grenade,pc,
Pomelo,serv,
Pop-corn,serv,
Glace à l’eau,pc,
Porc,serv,
Côtelettes de porc,serv,
Porridge,serv,
Tourte,serv,
Rôti en cocotte,serv,
Salade de pommes de terre,serv,
Pommes de terre,serv,
Crevettes,serv,
Bretzels,serv,
Pruneaux,pc,
Pudding,serv,
Citrouille,serv,
Tarte à la citrouille,slice,
Graines de citrouille,serv,
Caille,serv,
Œufs de caille,pc,
Quesadilla,pc,mexican
Sauce au fromage,tbsp,
Quiche,slice,
Coing,slice,
Quinoa,serv,
Salade de quinoa,serv,
Lapin,serv,
Carré d’agneau,serv,
Radicchio,serv,
Radis,serv,
Raisins,serv,
Ramen,serv,
Framboises,serv,
Ratatouille,serv,
Raviolis,serv,
Rhubarbe,serv,
Entrecôte,serv,
Travers de porc,serv,
Riz,serv,
Galette de riz,pc,
Lait de riz,cup,
Ricotta,serv,
Risotto,serv,
Rôti de bœuf,serv,
Sucre candi,pc,
Melon cantaloup,serv,
Salade,serv,
Salami,slice,
Saumon,serv,
Samosas,pc,
Sandwich,pc,
Sardines,serv,
Sashimi,pc,
Saucisse,pc,
Oignons verts,serv,
Saint-jacques,serv,
Escalope,pc,
Scones,pc,
Œufs brouillés,serv,
Algues,serv,
Graines de sésame,serv,
Échalotes,serv,
Brochette,serv,
Crevettes,serv,
Mini-burgers,pc,
Bol de smoothie,serv,
En-cas,pc,
Snickerdoodles,pc,
Fromage à pâte molle,serv,
Œuf à la coque,pc,
Sorbet,cup,
Soupe,serv,
Crème aigre,tbsp,
Lait de soja,cup,
Graines de soja,serv,
Spaghetti,serv,
Travers de porc,serv,
Épinards,serv,
Gâteau génoise,slice,
Rouleaux de printemps,serv,
Courge,serv,
Calmar,serv,
Steak,serv,
Ragoût,serv,
Fraises,serv,
Fromage en ficelle,pc,
Strudel,pc,
Pomme cannelle,pc,
Coupe glacée,cup,
Graines de tournesol,serv,
Surimi,pc,
Sushi,pc,
Patates douces,serv,
Biscuit roulé suisse,slice,
Steak T-bone,serv,
Taboulé,serv,
Tacos,pc,mexican
Tamales,pc,mexican
Tamarillo,pc,
Tangelo,pc,
Mandarine,pc,
Tapas,serv,
Tapioca,serv,mexican
Tarte,slice,
Tartare,serv,
Tartelettes,pc,
Pommes de terre rissolées,serv,
Tempeh,serv,
Tempura,serv,
Filet,serv,
Teriyaki,serv,
Crevettes tigrées,serv,
Crevettes tigrées,serv,
Tikka masala,serv,
Tiramisu,serv,
Toast,pc,
Pâtisserie pour toaster,pc,
Toffee,pc,
Tofu,serv,
Tomate,pc,
Soupe de tomates,serv,
Torta Ahogada,pc,mexican
Tortilla,pc,mexican
Tostadas,serv,mexican
Tostones,serv,
Mélange montagnard,serv,
Steak tri-tip,serv,
Trifle,serv,
Truite,serv,
Truffe,pc,
Thon,serv,
Salade de thon,serv,
Dinde,serv,
Steak de dinde,serv,
Loukoum,pc,
Navets,serv,
Twizzlers,pc,
Soupe udon,serv,
Veau,serv,
Veau parmigiana,serv,
Brownies vegan,pc,
Cracker vegan,pc,
Barres protéinées vegan,pc,
Lasagnes aux légumes,serv,
Légumes,serv,
Burger végétarien,pc,
Chips de légumes,serv,
Gâteau velours,slice,
Gaufrette,pc,
Gaufre,pc,
Wakame,serv,
Salade Waldorf,serv,
Tarte aux noix,slice,
Noix,serv,
Cresson,serv,
Pastèque,slice,
Protéine en poudre (whey),serv,
Crème fouettée,tbsp,
Chocolat blanc,pc,
Sauce Worcestershire,tbsp,
Onigiri grillé,serv,
Yaki soba,serv,
Yaki udon,serv,
Yakitori,serv,
Igname,serv,
Chips d’igname,serv,
Yaourt,cup,
Jaunets (ou jaunes d’œufs préparés),serv,
Pudding du Yorkshire,serv,
Yoyos,pc,
Porc Yucatan,serv,
Bûche de Noël,slice,
Zingers,pc,
Courgette,serv,
Zuppa Inglese,serv,
Zuppa Toscana,serv,
